1,1,3721,6,5,6,0,1,3769,6,6,6,0,1,0,"Turn left",0,1,0,0,0
1,2,3769,6,6,6,0,1,3769,6,6,6,0,1,2,"Move front",0,1,0,0,0
1,3,3769,6,6,6,0,1,3769,6,6,6,0,1,0,"Turn left",0,1,0,0,0
1,4,3769,6,6,6,0,1,3769,6,6,6,0,1,4,"Move arm",0,1,0,0,0
1,5,3769,6,6,6,0,1,3769,6,6,6,0,1,2,"Move front",0,2,0,0,0
1,6,3769,6,6,6,0,1,3769,6,6,6,0,1,3,"Move back",0,1,0,0,0
1,7,3769,6,6,6,0,1,4345,7,6,6,0,1,3,"Move back",0,2,0,0,0
1,8,4345,7,6,6,0,1,3769,6,6,6,0,1,1,"Turn right",3,1,0.06,0.06,1
1,9,3769,6,6,6,0,1,3769,6,6,6,0,1,0,"Turn left",0,2,0,0,0
1,10,3769,6,6,6,0,1,3769,6,6,6,0,1,1,"Turn right",0,1,0,0,0
1,11,3769,6,6,6,0,1,3769,6,6,6,0,1,4,"Move arm",0,2,0,0,0
1,12,3769,6,6,6,0,1,3769,6,6,6,0,1,4,"Move arm",0,3,0,0,0
1,13,3769,6,6,6,0,1,4345,7,6,6,0,1,0,"Turn left",0,3,0.00108,0.00108,0
1,14,4345,7,6,6,0,1,4345,7,6,6,0,1,3,"Move back",0,1,0.00108,0.06,1
1,15,4345,7,6,6,0,1,4393,7,7,6,0,1,0,"Turn left",0,1,0,0.06,1
1,16,4393,7,7,6,0,1,3817,6,7,6,0,1,0,"Turn left",3,1,0.06,0.06,0
1,17,3817,6,7,6,0,1,3817,6,7,6,0,1,4,"Move arm",0,1,0,0,0
1,18,3817,6,7,6,0,1,3817,6,7,6,0,1,4,"Move arm",0,2,0,0,0
1,19,3817,6,7,6,0,1,4393,7,7,6,0,1,1,"Turn right",0,1,0.00108,0.00108,1
1,20,4393,7,7,6,0,1,3817,6,7,6,0,1,3,"Move back",3,1,0.0600194,0.0600194,3
1,21,3817,6,7,6,0,1,3817,6,7,6,0,1,4,"Move arm",0,3,1.944e-05,0.00108,1
1,22,3817,6,7,6,0,1,4393,7,7,6,0,1,0,"Turn left",0,1,0.00108035,0.00108035,0
1,23,4393,7,7,6,0,1,4393,7,7,6,0,1,3,"Move back",0,2,0.0598994,0.06,0
1,24,4393,7,7,6,0,1,4393,7,7,6,0,1,1,"Turn right",0,1,0.00108,0.06,0
1,25,4393,7,7,6,0,1,3817,6,7,6,0,1,2,"Move front",3,1,0.0600194,0.0600194,2
1,26,3817,6,7,6,0,1,4393,7,7,6,0,1,3,"Move back",0,1,0.00108035,0.00108035,3
1,27,4393,7,7,6,0,1,3817,6,7,6,0,1,3,"Move back",3,3,0.118721,0.118721,3
1,28,3817,6,7,6,0,1,3817,6,7,6,0,1,4,"Move arm",0,4,3.84975e-05,0.00108035,3
1,29,3817,6,7,6,0,1,4393,7,7,6,0,1,3,"Move back",0,2,0.00319572,0.00319572,3
1,30,4393,7,7,6,0,1,4345,7,6,6,0,1,1,"Turn right",0,2,0.0021384,0.118721,3
1,31,4345,7,6,6,0,1,4345,7,6,6,0,1,1,"Turn right",0,2,0.05988,0.05988,1
1,32,4345,7,6,6,0,1,4345,7,6,6,0,1,0,"Turn left",0,2,0.00107784,0.05988,1
1,33,4345,7,6,6,0,1,4393,7,7,6,0,1,0,"Turn left",0,3,0.00319326,0.05988,1
1,34,4393,7,7,6,0,1,4393,7,7,6,0,1,4,"Move arm",0,1,0.00213698,0.118721,3
1,35,4393,7,7,6,0,1,4345,7,6,6,0,1,1,"Turn right",0,3,0.00317347,0.118721,3
1,36,4345,7,6,6,0,1,4393,7,7,6,0,1,0,"Turn left",0,4,0.00526637,0.05988,1
1,37,4393,7,7,6,0,1,4393,7,7,6,0,1,4,"Move arm",0,2,0.00423121,0.118721,3
1,38,4393,7,7,6,0,1,4393,7,7,6,0,1,0,"Turn left",0,2,0.060937,0.118721,3
1,39,4393,7,7,6,0,1,4393,7,7,6,0,1,1,"Turn right",0,4,0.00524698,0.118721,3
1,40,4393,7,7,6,0,1,4393,7,7,6,0,1,4,"Move arm",0,3,0.00628356,0.118721,3
1,41,4393,7,7,6,0,1,4393,7,7,6,0,1,2,"Move front",0,2,0.060956,0.118721,3
1,42,4393,7,7,6,0,1,4393,7,7,6,0,1,0,"Turn left",0,3,0.0618552,0.118721,3
1,43,4393,7,7,6,0,1,4393,7,7,6,0,1,1,"Turn right",0,5,0.00727901,0.118721,3
1,44,4393,7,7,6,0,1,4393,7,7,6,0,1,2,"Move front",0,3,0.0618739,0.118721,3
1,45,4393,7,7,6,0,1,3817,6,7,6,0,1,2,"Move front",3,4,0.120694,0.120694,2
1,46,3817,6,7,6,0,1,4393,7,7,6,0,1,3,"Move back",0,3,0.00530429,0.00530429,3
